product,period,forecast_type,adopted,method,value
Female Condoms,2025-11-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2025-12-01,Main,Service AI,Actual Consumption,17158
Female Condoms,2025-12-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-12-01,Main,Service AI,Service AI,13624
Female Condoms,2025-12-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-12-01,Main,Service AI,Consumption AI,19610
Female Condoms,2025-12-01,Main,Service AI,Demographic,135229.75
Female Condoms,2025-12-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-01-01,Main,Service AI,Actual Consumption,15987
Female Condoms,2026-01-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-01-01,Main,Service AI,Service AI,13062
Female Condoms,2026-01-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-01-01,Main,Service AI,Consumption AI,14222
Female Condoms,2026-01-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-01-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-02-01,Main,Service AI,Actual Consumption,7590
Female Condoms,2026-02-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-02-01,Main,Service AI,Service AI,12813
Female Condoms,2026-02-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-02-01,Main,Service AI,Consumption AI,14182
Female Condoms,2026-02-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-02-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-03-01,Main,Service AI,Actual Consumption,9839
Female Condoms,2026-03-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-03-01,Main,Service AI,Service AI,11819
Female Condoms,2026-03-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-03-01,Main,Service AI,Consumption AI,12374
Female Condoms,2026-03-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-03-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-04-01,Main,Service AI,Actual Consumption,17976
Female Condoms,2026-04-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-04-01,Main,Service AI,Service AI,11512
Female Condoms,2026-04-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-04-01,Main,Service AI,Consumption AI,13655
Female Condoms,2026-04-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-04-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-05-01,Main,Service AI,Actual Consumption,6634
Female Condoms,2026-05-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-05-01,Main,Service AI,Service AI,12364
Female Condoms,2026-05-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-05-01,Main,Service AI,Consumption AI,12829
Female Condoms,2026-05-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-05-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2026-06-01,Main,Service AI,Actual Consumption,11669
Female Condoms,2026-06-01,Main,Service AI,Service Excel,NA
Female Condoms,2026-06-01,Main,Service AI,Service AI,12960
Female Condoms,2026-06-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2026-06-01,Main,Service AI,Consumption AI,14006
Female Condoms,2026-06-01,Main,Service AI,Demographic,135229.75
Female Condoms,2026-06-01,Main,Service AI,Consumption LMIS,293565
Male Condoms,2023-07-01,Main,Demographic,Actual Consumption,2836230
Male Condoms,2023-07-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-07-01,Main,Demographic,Service AI,4641896
Male Condoms,2023-07-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-07-01,Main,Demographic,Consumption AI,3312390
Male Condoms,2023-07-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-07-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2023-08-01,Main,Demographic,Actual Consumption,2841063
Male Condoms,2023-08-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-08-01,Main,Demographic,Service AI,4640184
Male Condoms,2023-08-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-08-01,Main,Demographic,Consumption AI,3283109
Male Condoms,2023-08-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-08-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2023-09-01,Main,Demographic,Actual Consumption,3045910
Male Condoms,2023-09-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-09-01,Main,Demographic,Service AI,4883434
Male Condoms,2023-09-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-09-01,Main,Demographic,Consumption AI,3286388
Male Condoms,2023-09-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-09-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2023-10-01,Main,Demographic,Actual Consumption,3663415
Male Condoms,2023-10-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-10-01,Main,Demographic,Service AI,3818659
Male Condoms,2023-10-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-10-01,Main,Demographic,Consumption AI,3266863
Male Condoms,2023-10-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-10-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2023-11-01,Main,Demographic,Actual Consumption,2976722
Male Condoms,2023-11-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-11-01,Main,Demographic,Service AI,3678636
Male Condoms,2023-11-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-11-01,Main,Demographic,Consumption AI,3255456
Male Condoms,2023-11-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-11-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2023-12-01,Main,Demographic,Actual Consumption,3112028
Male Condoms,2023-12-01,Main,Demographic,Service Excel,4739392
Male Condoms,2023-12-01,Main,Demographic,Service AI,4685819
Male Condoms,2023-12-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2023-12-01,Main,Demographic,Consumption AI,3266268
Male Condoms,2023-12-01,Main,Demographic,Demographic,3948358
Male Condoms,2023-12-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-01-01,Main,Demographic,Actual Consumption,3178418
Male Condoms,2024-01-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-01-01,Main,Demographic,Service AI,4580432
Male Condoms,2024-01-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-01-01,Main,Demographic,Consumption AI,3249069
Male Condoms,2024-01-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-01-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-02-01,Main,Demographic,Actual Consumption,3506458
Male Condoms,2024-02-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-02-01,Main,Demographic,Service AI,4110842
Male Condoms,2024-02-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-02-01,Main,Demographic,Consumption AI,3265053
Male Condoms,2024-02-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-02-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-03-01,Main,Demographic,Actual Consumption,2505489
Male Condoms,2024-03-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-03-01,Main,Demographic,Service AI,4093254
Male Condoms,2024-03-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-03-01,Main,Demographic,Consumption AI,3297681
Male Condoms,2024-03-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-03-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-04-01,Main,Demographic,Actual Consumption,2617195
Male Condoms,2024-04-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-04-01,Main,Demographic,Service AI,3115809
Male Condoms,2024-04-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-04-01,Main,Demographic,Consumption AI,3284942
Male Condoms,2024-04-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-04-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-05-01,Main,Demographic,Actual Consumption,3003823
Male Condoms,2024-05-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-05-01,Main,Demographic,Service AI,3235526
Male Condoms,2024-05-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-05-01,Main,Demographic,Consumption AI,3269498
Male Condoms,2024-05-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-05-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-06-01,Main,Demographic,Actual Consumption,2198161
Male Condoms,2024-06-01,Main,Demographic,Service Excel,4739392
Male Condoms,2024-06-01,Main,Demographic,Service AI,3627436
Male Condoms,2024-06-01,Main,Demographic,Consumption Excel,1722318
Male Condoms,2024-06-01,Main,Demographic,Consumption AI,3312142
Male Condoms,2024-06-01,Main,Demographic,Demographic,3948358
Male Condoms,2024-06-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-07-01,Main,Demographic,Actual Consumption,2138146
Male Condoms,2024-07-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-07-01,Main,Demographic,Service AI,431078
Male Condoms,2024-07-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-07-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-07-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-07-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-08-01,Main,Demographic,Actual Consumption,2306557
Male Condoms,2024-08-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-08-01,Main,Demographic,Service AI,431078
Male Condoms,2024-08-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-08-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-08-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-08-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-09-01,Main,Demographic,Actual Consumption,1846024
Male Condoms,2024-09-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-09-01,Main,Demographic,Service AI,431078
Male Condoms,2024-09-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-09-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-09-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-09-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-10-01,Main,Demographic,Actual Consumption,1991640
Male Condoms,2024-10-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-10-01,Main,Demographic,Service AI,431078
Male Condoms,2024-10-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-10-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-10-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-10-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-11-01,Main,Demographic,Actual Consumption,1772441
Male Condoms,2024-11-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-11-01,Main,Demographic,Service AI,431078
Male Condoms,2024-11-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-11-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-11-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-11-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-12-01,Main,Demographic,Actual Consumption,1500712
Male Condoms,2024-12-01,Main,Demographic,Service Excel,409239
Male Condoms,2024-12-01,Main,Demographic,Service AI,431078
Male Condoms,2024-12-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2024-12-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2024-12-01,Main,Demographic,Demographic,3240259
Male Condoms,2024-12-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-01-01,Main,Demographic,Actual Consumption,1567297
Male Condoms,2025-01-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-01-01,Main,Demographic,Service AI,431078
Male Condoms,2025-01-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-01-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-01-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-01-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-02-01,Main,Demographic,Actual Consumption,1027085
Male Condoms,2025-02-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-02-01,Main,Demographic,Service AI,431078
Male Condoms,2025-02-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-02-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-02-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-02-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-03-01,Main,Demographic,Actual Consumption,1327254
Male Condoms,2025-03-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-03-01,Main,Demographic,Service AI,431078
Male Condoms,2025-03-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-03-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-03-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-03-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-04-01,Main,Demographic,Actual Consumption,1145432
Male Condoms,2025-04-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-04-01,Main,Demographic,Service AI,431078
Male Condoms,2025-04-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-04-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-04-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-04-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-05-01,Main,Demographic,Actual Consumption,1022867
Male Condoms,2025-05-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-05-01,Main,Demographic,Service AI,431078
Male Condoms,2025-05-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-05-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-05-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-05-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2025-06-01,Main,Demographic,Actual Consumption,1210983
Male Condoms,2025-06-01,Main,Demographic,Service Excel,409239
Male Condoms,2025-06-01,Main,Demographic,Service AI,431078
Male Condoms,2025-06-01,Main,Demographic,Consumption Excel,2032076
Male Condoms,2025-06-01,Main,Demographic,Consumption AI,1855807
Male Condoms,2025-06-01,Main,Demographic,Demographic,3240259
Male Condoms,2025-06-01,Main,Demographic,Consumption LMIS,NA
Male Condoms,2024-07-01,Review,Demographic,Actual Consumption,2138146
Male Condoms,2024-07-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-07-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-07-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-07-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-07-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-07-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2024-08-01,Review,Demographic,Actual Consumption,2306557
Male Condoms,2024-08-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-08-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-08-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-08-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-08-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-08-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2024-09-01,Review,Demographic,Actual Consumption,1846024
Male Condoms,2024-09-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-09-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-09-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-09-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-09-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-09-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2024-10-01,Review,Demographic,Actual Consumption,1991640
Male Condoms,2024-10-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-10-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-10-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-10-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-10-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-10-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2024-11-01,Review,Demographic,Actual Consumption,1772441
Male Condoms,2024-11-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-11-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-11-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-11-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-11-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-11-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2024-12-01,Review,Demographic,Actual Consumption,1500712
Male Condoms,2024-12-01,Review,Demographic,Service Excel,495800
Male Condoms,2024-12-01,Review,Demographic,Service AI,3240259
Male Condoms,2024-12-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2024-12-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2024-12-01,Review,Demographic,Demographic,3094611
Male Condoms,2024-12-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2025-01-01,Review,Demographic,Actual Consumption,1567297
Male Condoms,2025-01-01,Review,Demographic,Service Excel,495800
Male Condoms,2025-01-01,Review,Demographic,Service AI,3240259
Male Condoms,2025-01-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2025-01-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2025-01-01,Review,Demographic,Demographic,3094611
Male Condoms,2025-01-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2025-02-01,Review,Demographic,Actual Consumption,1027085
Male Condoms,2025-02-01,Review,Demographic,Service Excel,495800
Male Condoms,2025-02-01,Review,Demographic,Service AI,3240259
Male Condoms,2025-02-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2025-02-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2025-02-01,Review,Demographic,Demographic,3094611
Male Condoms,2025-02-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2025-03-01,Review,Demographic,Actual Consumption,1327254
Male Condoms,2025-03-01,Review,Demographic,Service Excel,495800
Male Condoms,2025-03-01,Review,Demographic,Service AI,3240259
Male Condoms,2025-03-01,Review,Demographic,Consumption Excel,2634306
Male Condoms,2025-03-01,Review,Demographic,Consumption AI,2600380
Male Condoms,2025-03-01,Review,Demographic,Demographic,3094611
Male Condoms,2025-03-01,Review,Demographic,Consumption LMIS,NA
Male Condoms,2025-04-01,Review,Demographic,Actual Consumption,1145432
Male Condoms,2025-04-01,Review,Demographic,Service Excel,495800
Male Condoms,2025-04-01,Review,Demographic,Service AI,3240259
Male Condoms,2025-04-01,Review,Demographic,Consumption Excel,2634306
